target,platform,confirmed,version,auth,severity,customer,license_expiry,shadow_unauth_count,notes
http://172.168.75.178:80,langsmith,true,0.11.20,info-leak,high,Lockton,2026-09-01T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://177.222.76.42:80,langsmith,true,0.14.4,info-leak,high,Pigment,2026-08-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://18.190.166.89:80,langsmith,true,0.13.31,info-leak,high,Weber Shandwick,2026-07-30T23:45:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://20.106.5.246:80,langsmith,true,0.13.14,info-leak,high,Turing - applied AI,2026-06-30T11:11:54Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://20.31.240.14:80,langsmith,true,0.13.28,info-leak,high,National Bank of Greece ,2026-08-13T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://23.21.18.113:80,langsmith,true,0.13.40,info-leak,high,Grammarly,2026-11-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://34.102.245.198:80,langsmith,true,0.13.44,info-leak,high,Rakuten,2026-07-24T09:20:18Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://34.169.226.148:80,langsmith,true,0.12.35,info-leak,high,P-1.ai,2026-10-11T23:43:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://34.185.179.69:80,langsmith,true,0.14.4,info-leak,high,Pigment,2026-08-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://34.60.225.233:80,langsmith,true,0.10.124,info-leak,high,RealPage Inc,2027-03-17T12:37:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://35.198.85.39:80,langsmith,true,0.14.8,info-leak,high,Pigment,2026-08-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://35.233.232.215:80,langsmith,true,0.14.4,info-leak,high,Pigment,2026-08-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://45.78.192.67:80,langsmith,true,0.12.57,info-leak,high,ByteDance,2026-09-30T22:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://52.170.160.178:80,langsmith,true,0.10.116,info-leak,high,University of Michigan,2026-07-10T00:45:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://95.111.128.75:80,langsmith,true,0.14.8,info-leak,high,Pigment,2026-08-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
http://98.90.221.236:80,langsmith,true,0.13.40,info-leak,high,Grammarly,2026-11-27T00:00:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
https://18.184.230.164:443,langsmith,true,0.12.21,info-leak,high,Generali,2026-09-15T23:45:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
https://63.176.86.32:443,langsmith,true,0.12.21,info-leak,high,Generali,2026-09-15T23:45:00Z,0,customer_info disclosed via unauthenticated /api/v1/info
