target,platform,confirmed,version,auth,severity,customer,license_expiry,shadow_unauth_count,notes
http://118.138.235.47:80,,false,,unknown,none,,,0,
http://129.21.146.103:80,,false,,unknown,none,,,0,
http://129.22.144.62:80,,false,,unknown,none,,,0,
http://145.38.206.67:80,,false,,unknown,none,,,0,
http://43.156.0.132:3000,,false,,unknown,none,,,0,
http://49.212.148.164:30002,,false,,unknown,none,,,0,
https://103.96.149.174:443,,false,,unknown,none,,,0,
https://118.138.235.47:443,,false,,unknown,none,,,0,
https://145.38.206.67:443,,false,,unknown,none,,,0,
https://199.241.218.177:443,,false,,unknown,none,,,0,
https://3.136.137.237:443,,false,,unknown,none,,,0,
https://34.102.179.24:443,,false,,unknown,none,,,0,
https://47.100.65.180:443,,false,,unknown,none,,,0,
https://47.100.72.11:443,,false,,unknown,none,,,0,
https://47.89.195.45:443,,false,,unknown,none,,,0,
https://8.221.123.5:443,,false,,unknown,none,,,0,
