target,platform,confirmed,version,auth,severity,customer,license_expiry,shadow_unauth_count,notes
https://3.87.34.224:443,agentops,true,1.0.0,info-leak,info,,,0,
https://54.197.255.244:443,agentops,true,,unknown,info,,,0,AgentOps /api/health discloses backing Langfuse host (unauthenticated)
http://121.173.85.5:3000,,false,,unknown,none,,,0,
http://161.97.129.114:3000,,false,,unknown,none,,,0,
http://223.130.134.162:3000,,false,,unknown,none,,,0,
http://43.143.164.183:8000,,false,,unknown,none,,,0,
http://43.162.107.115:80,,false,,unknown,none,,,0,
http://44.195.223.250:80,,false,,unknown,none,,,0,
http://56.136.208.123:80,,false,,unknown,none,,,0,
http://56.137.93.106:80,,false,,unknown,none,,,0,
http://60.205.177.51:80,,false,,unknown,none,,,0,
http://84.46.251.99:80,,false,,unknown,none,,,0,
https://156.38.204.121:443,,false,,unknown,none,,,0,
https://18.143.155.232:443,,false,,unknown,none,,,0,
https://204.168.172.175:443,,false,,unknown,none,,,0,
https://56.136.208.123:443,,false,,unknown,none,,,0,
https://65.1.141.211:443,,false,,unknown,none,,,0,
https://84.46.251.99:443,,false,,unknown,none,,,0,
